name,red,green,blue,cluster
xkcd:dark cyan,0.0392156862745098,0.5333333333333333,0.5411764705882353,2
xkcd:khaki green,0.4470588235294118,0.5254901960784314,0.2235294117647059,17
xkcd:bright magenta,1.0,0.03137254901960784,0.9098039215686274,-1
xkcd:greenish tan,0.7372549019607844,0.796078431372549,0.47843137254901963,40
xkcd:emerald green,0.00784313725490196,0.5607843137254902,0.11764705882352941,65
xkcd:liliac,0.7686274509803922,0.5568627450980392,0.9921568627450981,27
xkcd:aqua marine,0.1803921568627451,0.9098039215686274,0.7333333333333333,-1
xkcd:robin's egg,0.42745098039215684,0.9294117647058824,0.9921568627450981,-1
xkcd:sage green,0.5333333333333333,0.7019607843137254,0.47058823529411764,41
xkcd:marigold,0.9882352941176471,0.7529411764705882,0.023529411764705882,26
xkcd:bland,0.6862745098039216,0.6588235294117647,0.5450980392156862,14
xkcd:clay brown,0.6980392156862745,0.44313725490196076,0.23921568627450981,42
xkcd:dusky rose,0.7294117647058823,0.40784313725490196,0.45098039215686275,23
xkcd:dark cream,1.0,0.9529411764705882,0.6039215686274509,5
xkcd:ultramarine,0.12549019607843137,0.0,0.6941176470588235,-1
xkcd:reddish,0.7686274509803922,0.25882352941176473,0.25098039215686274,42
xkcd:coffee,0.6509803921568628,0.5058823529411764,0.2980392156862745,43
xkcd:bruise,0.49411764705882355,0.25098039215686274,0.44313725490196076,44
xkcd:light navy blue,0.1803921568627451,0.35294117647058826,0.5333333333333333,36
xkcd:burnt siena,0.7176470588235294,0.3215686274509804,0.011764705882352941,7
xkcd:green teal,0.047058823529411764,0.7098039215686275,0.4666666666666667,45
xkcd:red,0.8980392156862745,0.0,0.0,-1
xkcd:orangey brown,0.6941176470588235,0.3764705882352941,0.00784313725490196,7
xkcd:bright turquoise,0.058823529411764705,0.996078431372549,0.9764705882352941,46
xkcd:poop green,0.43529411764705883,0.48627450980392156,0.0,7
xkcd:deep purple,0.21176470588235294,0.00392156862745098,0.24705882352941178,3
xkcd:tomato,0.9372549019607843,0.25098039215686274,0.14901960784313725,31
xkcd:bluey green,0.16862745098039217,0.6941176470588235,0.4745098039215686,4
xkcd:melon,1.0,0.47058823529411764,0.3333333333333333,37
xkcd:green yellow,0.788235294117647,1.0,0.15294117647058825,28
xkcd:dark navy blue,0.0,0.00784313725490196,0.1803921568627451,38
xkcd:velvet,0.4588235294117647,0.03137254901960784,0.3176470588235294,10
xkcd:lightish green,0.3803921568627451,0.8823529411764706,0.3764705882352941,-1
xkcd:nice blue,0.06274509803921569,0.47843137254901963,0.6901960784313725,-1
xkcd:butter yellow,1.0,0.9921568627450981,0.4549019607843137,5
xkcd:dusky pink,0.8,0.47843137254901963,0.5450980392156862,23
xkcd:algae,0.32941176470588235,0.6745098039215687,0.40784313725490196,17
xkcd:neon red,1.0,0.027450980392156862,0.22745098039215686,47
xkcd:dark pink,0.796078431372549,0.2549019607843137,0.4196078431372549,42
xkcd:mustard green,0.6588235294117647,0.7098039215686275,0.01568627450980392,7
xkcd:greeny grey,0.49411764705882355,0.6274509803921569,0.47843137254901963,41
xkcd:brownish pink,0.7607843137254902,0.49411764705882355,0.4745098039215686,23
xkcd:dusky purple,0.5372549019607843,0.3568627450980392,0.4823529411764706,21
xkcd:toupe,0.7803921568627451,0.6745098039215687,0.49019607843137253,14
xkcd:dull blue,0.28627450980392155,0.4588235294117647,0.611764705882353,12
xkcd:ocean green,0.23921568627450981,0.6,0.45098039215686275,17
xkcd:peach,1.0,0.6901960784313725,0.48627450980392156,-1
xkcd:tealish,0.1411764705882353,0.7372549019607844,0.6588235294117647,75
xkcd:amber,0.996078431372549,0.7019607843137254,0.03137254901960784,26
xkcd:pinkish purple,0.8392156862745098,0.2823529411764706,0.8431372549019608,48
xkcd:pink/purple,0.9372549019607843,0.11372549019607843,0.9058823529411765,34
xkcd:mocha,0.615686274509804,0.4627450980392157,0.3176470588235294,43
xkcd:bottle green,0.01568627450980392,0.2901960784313726,0.0196078431372549,16
xkcd:drab,0.5098039215686274,0.5137254901960784,0.26666666666666666,17
xkcd:maize,0.9568627450980393,0.8156862745098039,0.32941176470588235,-1
xkcd:icky green,0.5607843137254902,0.6823529411764706,0.13333333333333333,7
xkcd:sandy brown,0.7686274509803922,0.6509803921568628,0.3803921568627451,14
xkcd:desert,0.8,0.6784313725490196,0.3764705882352941,14
xkcd:purpleish pink,0.8745098039215686,0.3058823529411765,0.7843137254901961,48
xkcd:baby poop,0.5764705882352941,0.48627450980392156,0.0,7
xkcd:olive drab,0.43529411764705883,0.4627450980392157,0.19607843137254902,17
xkcd:grey,0.5725490196078431,0.5843137254901961,0.5686274509803921,70
xkcd:easter green,0.5490196078431373,0.9921568627450981,0.49411764705882355,1
xkcd:sunflower yellow,1.0,0.8549019607843137,0.011764705882352941,-1
xkcd:sky,0.5098039215686274,0.792156862745098,0.9882352941176471,11
xkcd:greyish blue,0.3686274509803922,0.5058823529411764,0.615686274509804,12
xkcd:rusty red,0.6862745098039216,0.1843137254901961,0.050980392156862744,18
xkcd:yellowish tan,0.9882352941176471,0.9882352941176471,0.5058823529411764,5
xkcd:green apple,0.3686274509803922,0.8627450980392157,0.12156862745098039,-1
xkcd:light yellowish green,0.7607843137254902,1.0,0.5372549019607843,1
xkcd:deep green,0.00784313725490196,0.34901960784313724,0.058823529411764705,16
xkcd:tea,0.396078431372549,0.6705882352941176,0.48627450980392156,41
xkcd:dark mauve,0.5294117647058824,0.2980392156862745,0.3843137254901961,44
xkcd:lightblue,0.4823529411764706,0.7843137254901961,0.9647058823529412,11
xkcd:cool grey,0.5843137254901961,0.6392156862745098,0.6509803921568628,19
xkcd:light grey blue,0.615686274509804,0.7372549019607844,0.8313725490196079,76
xkcd:mushroom,0.7294117647058823,0.6196078431372549,0.5333333333333333,14
xkcd:pale yellow,1.0,1.0,0.5176470588235295,5
xkcd:olive,0.43137254901960786,0.4588235294117647,0.054901960784313725,7
xkcd:deep rose,0.7803921568627451,0.2784313725490196,0.403921568627451,42
xkcd:pale purple,0.7176470588235294,0.5647058823529412,0.8313725490196079,-1
xkcd:banana,1.0,1.0,0.49411764705882355,5
xkcd:dirty green,0.4,0.49411764705882355,0.17254901960784313,17
xkcd:violet blue,0.3176470588235294,0.0392156862745098,0.788235294117647,-1
xkcd:bright light green,0.17647058823529413,0.996078431372549,0.32941176470588235,-1
xkcd:clay,0.7137254901960784,0.41568627450980394,0.3137254901960784,42
xkcd:charcoal,0.20392156862745098,0.2196078431372549,0.21568627450980393,49
xkcd:jade green,0.16862745098039217,0.6862745098039216,0.41568627450980394,4
xkcd:soft blue,0.39215686274509803,0.5333333333333333,0.9176470588235294,-1
xkcd:off blue,0.33725490196078434,0.5176470588235295,0.6823529411764706,12
xkcd:dark green,0.011764705882352941,0.20784313725490197,0.0,16
xkcd:medium green,0.2235294117647059,0.6784313725490196,0.2823529411764706,-1
xkcd:mud green,0.3764705882352941,0.4,0.00784313725490196,7
xkcd:puke,0.6470588235294118,0.6470588235294118,0.00784313725490196,7
xkcd:pastel purple,0.792156862745098,0.6274509803921569,1.0,27
xkcd:mauve,0.6823529411764706,0.44313725490196076,0.5058823529411764,23
xkcd:mango,1.0,0.6509803921568628,0.16862745098039217,-1
xkcd:bluegreen,0.00392156862745098,0.47843137254901963,0.4745098039215686,2
xkcd:medium grey,0.49019607843137253,0.4980392156862745,0.48627450980392156,21
xkcd:avocado,0.5647058823529412,0.6941176470588235,0.20392156862745098,-1
xkcd:leather,0.6745098039215687,0.4549019607843137,0.20392156862745098,42
xkcd:bright blue,0.00392156862745098,0.396078431372549,0.9882352941176471,50
xkcd:terra cotta,0.788235294117647,0.39215686274509803,0.23137254901960785,42
xkcd:avocado green,0.5294117647058824,0.6627450980392157,0.13333333333333333,7
xkcd:clear blue,0.1411764705882353,0.47843137254901963,0.9921568627450981,-1
xkcd:terracotta,0.792156862745098,0.4,0.2549019607843137,42
xkcd:steel grey,0.43529411764705883,0.5098039215686274,0.5411764705882353,12
xkcd:very light purple,0.9647058823529412,0.807843137254902,0.9882352941176471,27
xkcd:french blue,0.2627450980392157,0.4196078431372549,0.6784313725490196,12
xkcd:light mauve,0.7607843137254902,0.5725490196078431,0.6313725490196078,51
xkcd:faded orange,0.9411764705882353,0.5803921568627451,0.30196078431372547,37
xkcd:primary blue,0.03137254901960784,0.01568627450980392,0.9764705882352941,-1
xkcd:brownish red,0.6196078431372549,0.21176470588235294,0.13725490196078433,-1
xkcd:ocher,0.7490196078431373,0.6078431372549019,0.047058823529411764,7
xkcd:claret,0.40784313725490196,0.0,0.09411764705882353,10
xkcd:flat blue,0.23529411764705882,0.45098039215686275,0.6588235294117647,12
xkcd:yellow/green,0.7843137254901961,0.9921568627450981,0.23921568627450981,28
xkcd:stone,0.6784313725490196,0.6470588235294118,0.5294117647058824,14
xkcd:camouflage green,0.29411764705882354,0.3803921568627451,0.07450980392156863,52
xkcd:strong pink,1.0,0.027450980392156862,0.5372549019607843,32
xkcd:diarrhea,0.6235294117647059,0.5137254901960784,0.011764705882352941,7
xkcd:dirty purple,0.45098039215686275,0.2901960784313726,0.396078431372549,44
xkcd:frog green,0.34509803921568627,0.7372549019607844,0.03137254901960784,53
xkcd:dark khaki,0.6078431372549019,0.5607843137254902,0.3333333333333333,43
xkcd:shit green,0.4588235294117647,0.5019607843137255,0.0,7
xkcd:dark pastel green,0.33725490196078434,0.6823529411764706,0.3411764705882353,17
xkcd:warm blue,0.29411764705882354,0.3411764705882353,0.8588235294117647,-1
xkcd:bright lavender,0.7803921568627451,0.3764705882352941,1.0,13
xkcd:dusty red,0.7254901960784313,0.2823529411764706,0.3058823529411765,42
xkcd:pale lime green,0.6941176470588235,1.0,0.396078431372549,1
xkcd:bright light blue,0.14901960784313725,0.9686274509803922,0.9921568627450981,-1
xkcd:pistachio,0.7529411764705882,0.9803921568627451,0.5450980392156862,1
xkcd:red wine,0.5490196078431373,0.0,0.20392156862745098,10
xkcd:light brown,0.6784313725490196,0.5058823529411764,0.3137254901960784,43
xkcd:reddish pink,0.996078431372549,0.17254901960784313,0.32941176470588235,54
xkcd:cyan,0.0,1.0,1.0,46
xkcd:dark peach,0.8705882352941177,0.49411764705882355,0.36470588235294116,-1
xkcd:dark,0.10588235294117647,0.1411764705882353,0.19215686274509805,-1
xkcd:ocre,0.7764705882352941,0.611764705882353,0.01568627450980392,7
xkcd:sapphire,0.12941176470588237,0.2196078431372549,0.6705882352941176,-1
xkcd:faded blue,0.396078431372549,0.5490196078431373,0.7333333333333333,-1
xkcd:warm pink,0.984313725490196,0.3333333333333333,0.5058823529411764,-1
xkcd:cornflower blue,0.3176470588235294,0.4392156862745098,0.8431372549019608,-1
xkcd:hot pink,1.0,0.00784313725490196,0.5529411764705883,32
xkcd:dark forest green,0.0,0.17647058823529413,0.01568627450980392,16
xkcd:vivid purple,0.6,0.0,0.9803921568627451,55
xkcd:bluey grey,0.5372549019607843,0.6274509803921569,0.6901960784313725,19
xkcd:periwinkle blue,0.5607843137254902,0.6,0.984313725490196,68
xkcd:kiwi,0.611764705882353,0.9372549019607843,0.2627450980392157,-1
xkcd:eggplant,0.2196078431372549,0.03137254901960784,0.20784313725490197,3
xkcd:creme,1.0,1.0,0.7137254901960784,9
xkcd:deep sea blue,0.00392156862745098,0.32941176470588235,0.5098039215686274,36
xkcd:pale olive,0.7254901960784313,0.8,0.5058823529411764,40
xkcd:salmon pink,0.996078431372549,0.4823529411764706,0.48627450980392156,51
xkcd:ugly brown,0.49019607843137253,0.44313725490196076,0.011764705882352941,7
xkcd:slate grey,0.34901960784313724,0.396078431372549,0.42745098039215684,36
xkcd:tree green,0.16470588235294117,0.49411764705882355,0.09803921568627451,-1
xkcd:lemon lime,0.7490196078431373,0.996078431372549,0.1568627450980392,28
xkcd:lightish blue,0.23921568627450981,0.47843137254901963,0.9921568627450981,-1
xkcd:orange red,0.9921568627450981,0.2549019607843137,0.11764705882352941,31
xkcd:purple,0.49411764705882355,0.11764705882352941,0.611764705882353,-1
xkcd:deep lilac,0.5882352941176471,0.43137254901960786,0.7411764705882353,56
xkcd:bright yellow green,0.615686274509804,1.0,0.0,29
xkcd:greenish teal,0.19607843137254902,0.7490196078431373,0.5176470588235295,4
xkcd:vermillion,0.9568627450980393,0.19607843137254902,0.047058823529411764,31
xkcd:dirt brown,0.5137254901960784,0.396078431372549,0.2235294117647059,17
xkcd:perrywinkle,0.5607843137254902,0.5490196078431373,0.9058823529411765,68
xkcd:greyblue,0.4666666666666667,0.6313725490196078,0.7098039215686275,19
xkcd:pine,0.16862745098039217,0.36470588235294116,0.20392156862745098,-1
xkcd:pale green,0.7803921568627451,0.9921568627450981,0.7098039215686275,57
xkcd:neon yellow,0.8117647058823529,1.0,0.01568627450980392,29
xkcd:muddy green,0.396078431372549,0.4549019607843137,0.19607843137254902,17
xkcd:lighter purple,0.6470588235294118,0.35294117647058826,0.9568627450980393,-1
xkcd:silver,0.7725490196078432,0.788235294117647,0.7803921568627451,-1
xkcd:greyish,0.6588235294117647,0.6431372549019608,0.5843137254901961,14
xkcd:lipstick red,0.7529411764705882,0.00784313725490196,0.1843137254901961,58
xkcd:light lavendar,0.9372549019607843,0.7529411764705882,0.996078431372549,27
xkcd:golden brown,0.6980392156862745,0.47843137254901963,0.00392156862745098,7
xkcd:dark taupe,0.4980392156862745,0.40784313725490196,0.3058823529411765,17
xkcd:brownish,0.611764705882353,0.42745098039215684,0.3411764705882353,43
xkcd:light violet,0.8392156862745098,0.7058823529411765,0.9882352941176471,27
xkcd:greenish cyan,0.16470588235294117,0.996078431372549,0.7176470588235294,-1
xkcd:denim,0.23137254901960785,0.38823529411764707,0.5490196078431373,36
xkcd:dark royal blue,0.00784313725490196,0.023529411764705882,0.43529411764705883,38
xkcd:tangerine,1.0,0.5803921568627451,0.03137254901960784,-1
xkcd:muddy brown,0.5333333333333333,0.40784313725490196,0.023529411764705882,7
xkcd:canary,0.9921568627450981,1.0,0.38823529411764707,5
xkcd:light greenish blue,0.38823529411764707,0.9686274509803922,0.7058823529411765,22
xkcd:beige,0.9019607843137255,0.8549019607843137,0.6509803921568628,-1
xkcd:apple green,0.4627450980392157,0.803921568627451,0.14901960784313725,-1
xkcd:key lime,0.6823529411764706,1.0,0.43137254901960786,1
xkcd:chocolate brown,0.2549019607843137,0.09803921568627451,0.0,59
xkcd:bright teal,0.00392156862745098,0.9764705882352941,0.7764705882352941,77
xkcd:dusk blue,0.14901960784313725,0.3254901960784314,0.5529411764705883,36
xkcd:seafoam green,0.47843137254901963,0.9764705882352941,0.6705882352941176,8
xkcd:fresh green,0.4117647058823529,0.8470588235294118,0.30980392156862746,-1
xkcd:pea soup,0.5725490196078431,0.6,0.00392156862745098,7
xkcd:bright violet,0.6784313725490196,0.0392156862745098,0.9921568627450981,55
xkcd:faded purple,0.5686274509803921,0.43137254901960786,0.6,21
xkcd:light grass green,0.6039215686274509,0.9686274509803922,0.39215686274509803,1
xkcd:rust orange,0.7686274509803922,0.3333333333333333,0.03137254901960784,7
xkcd:dark lime,0.5176470588235295,0.7176470588235294,0.00392156862745098,7
xkcd:spring green,0.6627450980392157,0.9764705882352941,0.44313725490196076,1
xkcd:shocking pink,0.996078431372549,0.00784313725490196,0.6352941176470588,32
xkcd:light bright green,0.3254901960784314,0.996078431372549,0.3607843137254902,-1
xkcd:shit,0.4980392156862745,0.37254901960784315,0.0,7
xkcd:dark blue grey,0.12156862745098039,0.23137254901960785,0.30196078431372547,72
xkcd:dark salmon,0.7843137254901961,0.35294117647058826,0.3254901960784314,42
xkcd:butterscotch,0.9921568627450981,0.6941176470588235,0.2784313725490196,37
xkcd:lime green,0.5372549019607843,0.996078431372549,0.0196078431372549,29
xkcd:blue green,0.07450980392156863,0.49411764705882355,0.42745098039215684,2
xkcd:grapefruit,0.9921568627450981,0.34901960784313724,0.33725490196078434,37
xkcd:dusk,0.3058823529411765,0.32941176470588235,0.5058823529411764,36
xkcd:rich purple,0.4470588235294118,0.0,0.34509803921568627,10
xkcd:light light green,0.7843137254901961,1.0,0.6901960784313725,57
xkcd:mustard yellow,0.8235294117647058,0.7411764705882353,0.0392156862745098,7
xkcd:puke brown,0.5803921568627451,0.4666666666666667,0.023529411764705882,7
xkcd:golden rod,0.9764705882352941,0.7372549019607844,0.03137254901960784,26
xkcd:poison green,0.25098039215686274,0.9921568627450981,0.0784313725490196,33
xkcd:bright sky blue,0.00784313725490196,0.8,0.996078431372549,71
xkcd:dark sea green,0.06666666666666667,0.5294117647058824,0.36470588235294116,2
xkcd:pinky red,0.9882352941176471,0.14901960784313725,0.2784313725490196,54
xkcd:sea blue,0.01568627450980392,0.4549019607843137,0.5843137254901961,2
xkcd:browny orange,0.792156862745098,0.4196078431372549,0.00784313725490196,7
xkcd:purpleish blue,0.3803921568627451,0.25098039215686274,0.9372549019607843,24
xkcd:dark gold,0.7098039215686275,0.5803921568627451,0.06274509803921569,7
xkcd:metallic blue,0.30980392156862746,0.45098039215686275,0.5568627450980392,12
xkcd:deep blue,0.01568627450980392,0.00784313725490196,0.45098039215686275,38
xkcd:orange,0.9764705882352941,0.45098039215686275,0.023529411764705882,-1
xkcd:sap green,0.3607843137254902,0.5450980392156862,0.08235294117647059,17
xkcd:rich blue,0.00784313725490196,0.10588235294117647,0.9764705882352941,-1
xkcd:light tan,0.984313725490196,0.9333333333333333,0.6745098039215687,9
xkcd:fluro green,0.0392156862745098,1.0,0.00784313725490196,33
xkcd:aqua,0.07450980392156863,0.9176470588235294,0.788235294117647,-1
xkcd:leaf green,0.3607843137254902,0.6627450980392157,0.01568627450980392,53
xkcd:yellowgreen,0.7333333333333333,0.9764705882352941,0.058823529411764705,29
xkcd:brown green,0.4392156862745098,0.4235294117647059,0.06666666666666667,7
xkcd:purple pink,0.8784313725490196,0.24705882352941178,0.8470588235294118,48
xkcd:pale teal,0.5098039215686274,0.796078431372549,0.6980392156862745,-1
xkcd:umber,0.6980392156862745,0.39215686274509803,0.0,7
xkcd:browny green,0.43529411764705883,0.4235294117647059,0.0392156862745098,7
xkcd:dark grey,0.21176470588235294,0.21568627450980393,0.21568627450980393,49
xkcd:fire engine red,0.996078431372549,0.0,0.00784313725490196,-1
xkcd:pale mauve,0.996078431372549,0.8156862745098039,0.9882352941176471,27
xkcd:dusky blue,0.2784313725490196,0.37254901960784315,0.5803921568627451,12
xkcd:aubergine,0.23921568627450981,0.027450980392156862,0.20392156862745098,3
